method,k,capability,pairs,trainable_params,updates,target_improvement,control_improvement,utility_score,specific_gain,relative_target_improvement,relative_specific_gain,target_token_acc,target_seq_exact,native_target_improvement,native_control_improvement,native_specific_gain,native_relative_target_improvement,native_relative_specific_gain,native_target_token_acc,native_target_seq_exact,mean_train_grad_norm,delta_merge_max_nll_diff
causal,1,algorithms,"[[32, 121]]",3145728.0,19.0,0.6833775043487549,-0.006224870681762695,0.6787088513374329,0.6896023750305176,0.25217338746500856,0.2552142190938503,0.6922221183776855,0.0,0.689516544342041,-0.01056528091430664,0.7000818252563477,0.2544387568999674,0.25959986658630135,0.6966665387153625,0.0,6.807752383382697,0.07676899433135986
causal,2,algorithms,"[[32, 121], [5, 119]]",6291456.0,19.0,0.7441095113754272,0.005204677581787109,0.7441095113754272,0.7389048337936401,0.27458412800300674,0.272041657802784,0.7133333086967468,0.0,0.722318172454834,0.013062238693237305,0.7092559337615967,0.26654289790977903,0.26016203144804734,0.7011110782623291,0.0,6.863914213682476,0.24920177459716797
causal,4,algorithms,"[[32, 121], [5, 119], [27, 86], [6, 0]]",12582912.0,19.0,0.9684412479400635,-0.0023031234741210938,0.9667139053344727,0.9707443714141846,0.3573648656852089,0.358489934953837,0.7111110687255859,0.0,0.9344174861907959,0.017212390899658203,0.9172050952911377,0.3448097446869085,0.33640154067248434,0.7177777290344238,0.0,7.150933340976112,0.8720979690551758
causal,8,algorithms,"[[32, 121], [5, 119], [27, 86], [6, 0], [27, 146], [14, 32], [27, 246], [10, 23]]",25165824.0,19.0,1.5622369050979614,0.12971580028533936,1.5622369050979614,1.432521104812622,0.5764816223455218,0.5131158227275795,0.7222221493721008,0.0,1.5667839050292969,0.12974119186401367,1.4370427131652832,0.578159512484122,0.5147813091521932,0.7177777290344238,0.0,8.336947516391152,0.4041910171508789
routing,1,algorithms,"[[32, 121]]",3145728.0,19.0,0.6833775043487549,-0.006224870681762695,0.6787088513374329,0.6896023750305176,0.25217338746500856,0.2552142190938503,0.6922221183776855,0.0,0.689516544342041,-0.01056528091430664,0.7000818252563477,0.2544387568999674,0.25959986658630135,0.6966665387153625,0.0,6.807752383382697,0.07676899433135986
routing,2,algorithms,"[[32, 121], [8, 255]]",6291456.0,19.0,0.8241492509841919,0.047655701637268066,0.8241492509841919,0.7764935493469238,0.30411962213402044,0.2808399473838592,0.7133333086967468,0.0,0.7758580446243286,0.010009765625,0.7658482789993286,0.28629966608477403,0.28140992403776754,0.6966665387153625,0.0,6.770216314416182,0.8136656284332275
routing,4,algorithms,"[[32, 121], [8, 255], [18, 119], [15, 74]]",12582912.0,19.0,1.0850646495819092,-0.04711127281188965,1.049731194972992,1.1321759223937988,0.4004001105719176,0.42341383338885813,0.7188888788223267,0.0,1.1223819255828857,0.01011037826538086,1.1122715473175049,0.4141705724912061,0.4092316814554459,0.7233332991600037,0.0,7.23697933397795,0.48302745819091797
routing,8,algorithms,"[[32, 121], [8, 255], [18, 119], [15, 74], [28, 210], [33, 235], [35, 132], [26, 224]]",25165824.0,19.0,1.5525710582733154,0.0312957763671875,1.5525710582733154,1.521275281906128,0.5729148246078472,0.5576269268358803,0.778333306312561,0.0,1.6042510271072388,-0.026581287384033203,1.630832314491272,0.5919852691600951,0.6049701524685162,0.778333306312561,0.0,7.494154779534591,0.43506282567977905
gradient,1,algorithms,"[[30, 229]]",3145728.0,19.0,0.09753727912902832,0.026975393295288086,0.09753727912902832,0.07056188583374023,0.03599226770791488,0.022814864782408677,0.6619999408721924,0.0,0.09949445724487305,0.0333409309387207,0.06615352630615234,0.03671448673356936,0.020427536768404583,0.6619999408721924,0.0,6.409869344610917,0.0892486572265625
gradient,2,algorithms,"[[30, 229], [32, 121]]",6291456.0,19.0,0.7788481712341309,0.03312397003173828,0.7788481712341309,0.7457242012023926,0.2874030538189981,0.27122208864000846,0.7011110782623291,0.0,0.7809711694717407,0.034496307373046875,0.7464748620986938,0.28818646218955973,0.271335114121313,0.6966665387153625,0.0,9.226520789297004,0.07637548446655273
