epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,1.073325753211975,1.1331433057785034
0,2,16,8,0.692137598991394,0.8372681140899658
0,3,24,8,0.602166473865509,1.1595288515090942
0,4,32,8,1.0498402118682861,0.9883714914321899
0,5,40,8,0.8608229756355286,0.7129971981048584
0,6,48,8,0.7748941779136658,0.5055279731750488
0,7,56,8,0.8029841184616089,0.8282163143157959
0,8,64,8,1.1991420984268188,0.8914846777915955
0,9,72,8,1.1933174133300781,0.7162397503852844
0,10,80,8,1.8288902044296265,0.8234947323799133
0,11,88,8,0.8607211709022522,0.7655261754989624
0,12,96,8,0.8159119486808777,0.5798819065093994
0,13,104,8,0.7994790077209473,0.7711023688316345
0,14,112,8,0.7958682775497437,0.690628707408905
0,15,120,8,0.6091125011444092,1.3369834423065186
0,16,128,8,1.2460161447525024,0.6359514594078064
0,17,136,8,0.9974952936172485,0.7404115796089172
0,18,144,8,0.6619586944580078,0.7163252830505371
0,19,152,8,0.9907415509223938,0.6476485729217529
0,20,160,8,0.7386148571968079,0.49833595752716064
0,21,168,8,1.0888532400131226,0.7109854817390442
0,22,176,8,0.8716182112693787,0.7145257592201233
0,23,184,8,0.6638806462287903,0.5892525911331177
0,24,192,8,1.0133873224258423,0.5688368082046509
0,25,200,8,0.8816948533058167,1.08128821849823
0,26,208,8,1.044119119644165,0.5211029648780823
0,27,216,8,1.1467323303222656,0.5307701230049133
0,28,224,8,0.8274950981140137,0.4812332093715668
0,29,232,8,1.3371940851211548,0.42754292488098145
0,30,240,8,1.1912356615066528,0.6036862730979919
0,31,248,8,0.6133813858032227,0.6839560866355896
0,32,256,8,1.3208848237991333,0.7362825274467468
1,33,264,8,0.6628812551498413,0.7211669683456421
1,34,272,8,1.701867699623108,0.8672952651977539
1,35,280,8,1.0063573122024536,0.6233468055725098
1,36,288,8,0.5748744010925293,0.502553403377533
1,37,296,8,0.8322388529777527,0.8304131031036377
1,38,304,8,1.6516045331954956,0.6076073050498962
1,39,312,8,0.7669976353645325,0.6124553084373474
1,40,320,8,0.632931113243103,0.6210309863090515
1,41,328,8,0.9175504446029663,0.8693608641624451
1,42,336,8,0.8984293341636658,0.6683860421180725
1,43,344,8,1.170666217803955,0.6330228447914124
1,44,352,8,1.049611210823059,0.4363766014575958
1,45,360,8,0.7036705613136292,0.6004686951637268
1,46,368,8,0.6451480388641357,0.7896266579627991
1,47,376,8,0.6774032115936279,0.5844988226890564
1,48,384,8,0.6266984343528748,0.5304248929023743
1,49,392,8,0.5652679204940796,0.5911321640014648
1,50,400,8,0.7998903393745422,0.5041239261627197
1,51,408,8,0.8611213564872742,0.474644273519516
1,52,416,8,0.8067140579223633,0.4861646592617035
1,53,424,8,0.825553834438324,0.5365564227104187
1,54,432,8,0.8451825380325317,0.5789574980735779
1,55,440,8,0.8104032278060913,0.6433854699134827
1,56,448,8,1.0838888883590698,0.584768533706665
1,57,456,8,0.743077278137207,0.6051084399223328
1,58,464,8,1.230865478515625,0.6756964921951294
1,59,472,8,0.7721809148788452,0.5188703536987305
1,60,480,8,0.8721214532852173,0.4665834605693817
1,61,488,8,0.6992862224578857,0.5240883827209473
1,62,496,8,1.3112108707427979,0.7106006145477295
1,63,504,8,0.6268417239189148,0.4330284893512726
1,64,512,8,0.6616800427436829,0.4952388405799866
