epoch,update_step,raw_step,accumulated_examples,loss,grad_norm
0,1,8,8,0.8353211283683777,1.0488839149475098
0,2,16,8,0.7497910261154175,1.0352486371994019
0,3,24,8,0.7157963514328003,1.0057319402694702
0,4,32,8,1.3922382593154907,0.9385889172554016
0,5,40,8,1.2534034252166748,0.812852144241333
0,6,48,8,1.0904392004013062,0.9196497797966003
0,7,56,8,0.4869917929172516,0.9001913070678711
0,8,64,8,0.7589635848999023,0.8105759620666504
0,9,72,8,1.3279708623886108,0.9312180280685425
0,10,80,8,0.9170963168144226,0.9318696856498718
0,11,88,8,0.7901468873023987,0.6603170037269592
0,12,96,8,1.0069594383239746,1.1188874244689941
0,13,104,8,0.7903081774711609,1.226759433746338
0,14,112,8,0.441519170999527,0.8628079295158386
0,15,120,8,1.172759771347046,0.7745492458343506
0,16,128,8,0.9067246317863464,0.7649703025817871
0,17,136,8,0.9321735501289368,0.9549363255500793
0,18,144,8,0.9649751782417297,1.0174756050109863
0,19,152,8,0.8720465302467346,0.8143397569656372
0,20,160,8,0.7707995772361755,0.673095703125
0,21,168,8,0.5474928021430969,0.9153013825416565
0,22,176,8,1.3804301023483276,0.6295745968818665
0,23,184,8,0.7937918901443481,0.7928022146224976
0,24,192,8,1.212371587753296,0.7435221672058105
0,25,200,8,0.7633750438690186,0.6543890833854675
0,26,208,8,1.106866717338562,0.949539840221405
0,27,216,8,0.7443072199821472,0.6457532644271851
0,28,224,8,0.6802908182144165,0.6891751885414124
0,29,232,8,0.8134992718696594,0.8476813435554504
0,30,240,8,1.0478585958480835,0.7979668974876404
0,31,248,8,1.3287886381149292,0.847173810005188
0,32,256,8,0.8236802816390991,0.7383772134780884
1,33,264,8,0.708613395690918,0.8908122181892395
1,34,272,8,0.8099772930145264,0.6142005324363708
1,35,280,8,0.5827115178108215,0.7487291693687439
1,36,288,8,0.7091299891471863,0.6950620412826538
1,37,296,8,1.0146654844284058,0.6867539882659912
1,38,304,8,0.9470279812812805,0.7626245617866516
1,39,312,8,0.5883240103721619,0.6615204811096191
1,40,320,8,0.723922073841095,0.7848510146141052
1,41,328,8,0.6882190704345703,0.7175890803337097
1,42,336,8,1.6209138631820679,0.5996180772781372
1,43,344,8,0.6601912379264832,0.5661023855209351
1,44,352,8,0.7673507928848267,0.7699036598205566
1,45,360,8,0.8365733027458191,0.7385016083717346
1,46,368,8,1.3428231477737427,0.6443489193916321
1,47,376,8,1.1096419095993042,0.7427595853805542
1,48,384,8,0.7059313654899597,0.6184491515159607
1,49,392,8,1.034485936164856,0.6419628858566284
1,50,400,8,0.646530270576477,0.7380324602127075
1,51,408,8,0.8011215329170227,0.8543893098831177
1,52,416,8,0.7971453666687012,0.9639238119125366
1,53,424,8,0.5584915280342102,0.6529138088226318
1,54,432,8,0.8558588624000549,0.7490664720535278
1,55,440,8,0.5022954344749451,0.5959497690200806
1,56,448,8,0.888882577419281,0.8110535144805908
1,57,456,8,0.583302915096283,0.610640823841095
1,58,464,8,0.7233316898345947,0.6484571099281311
1,59,472,8,0.7612639665603638,0.6942009329795837
1,60,480,8,1.026203989982605,0.8494004607200623
1,61,488,8,0.9501023292541504,0.6441026329994202
1,62,496,8,1.3627352714538574,0.5528046488761902
1,63,504,8,0.5524694919586182,0.7459666132926941
1,64,512,8,0.4250417947769165,0.7595762014389038
